filmid	moziid	datum	nezoszam	bevetel
40	32	1999.07.19	84	34416
8	33	1999.07.19	32	11548
3	34	1999.07.19	137	28300
16	35	1999.07.19	249	98310
5	36	1999.07.19	31	11195
1	37	1999.07.19	134	44954
14	1	1999.07.20	179	70189
6	2	1999.07.20	55	16970
21	3	1999.07.20	190	70710
8	4	1999.07.20	102	49636
28	5	1999.07.20	204	47524
25	6	1999.07.20	84	21340
11	7	1999.07.20	45	15245
3	8	1999.07.20	164	39776
28	9	1999.07.20	166	50004
23	10	1999.07.20	97	24565
39	11	1999.07.20	171	58027
9	12	1999.07.20	229	83340
13	13	1999.07.20	176	70592
28	14	1999.07.20	67	15904
23	15	1999.07.20	136	52528
44	16	1999.07.20	83	21414
36	17	1999.07.20	75	19325
37	18	1999.07.20	101	27968
10	19	1999.07.20	140	37840
22	20	1999.07.20	144	37152
21	21	1999.07.20	223	56012
38	22	1999.07.20	189	72242
44	23	1999.07.20	109	35281
40	24	1999.07.20	86	20410
22	25	1999.07.20	211	87699
17	26	1999.07.20	55	26855
9	27	1999.07.20	81	30003
33	28	1999.07.20	297	127919
41	29	1999.07.20	55	28815
38	30	1999.07.20	45	10405
1	31	1999.07.20	106	46244
4	32	1999.07.20	111	52638
20	33	1999.07.20	93	22167
13	34	1999.07.20	108	22500
25	35	1999.07.20	270	123850
18	36	1999.07.20	51	17302
6	37	1999.07.20	111	50684
32	1	1999.07.21	182	72900
11	2	1999.07.21	125	49450
43	3	1999.07.21	287	87474
44	4	1999.07.21	126	31440
16	5	1999.07.21	46	13274
20	6	1999.07.21	118	43488
4	7	1999.07.21	100	34000
11	8	1999.07.21	78	24612
19	9	1999.07.21	77	33117
27	10	1999.07.21	37	12023
21	11	1999.07.21	105	50915
11	12	1999.07.21	176	48976
20	13	1999.07.21	50	23750
5	14	1999.07.21	159	54429
38	15	1999.07.21	204	71392
12	16	1999.07.21	156	40648
35	17	1999.07.21	67	32996
17	18	1999.07.21	87	30001
44	19	1999.07.21	68	21068
2	20	1999.07.21	176	75328
38	21	1999.07.21	156	61404
15	22	1999.07.21	236	50316
11	23	1999.07.21	94	36708
31	24	1999.07.21	61	29682
39	25	1999.07.21	55	26770
3	26	1999.07.21	82	36568
31	27	1999.07.21	86	25868
12	28	1999.07.21	84	41424
21	29	1999.07.21	32	9984
32	30	1999.07.21	104	52160
28	31	1999.07.21	36	8500
29	32	1999.07.21	90	35110
13	33	1999.07.21	67	20400
13	34	1999.07.21	150	71850
11	35	1999.07.21	255	116205
25	36	1999.07.21	58	25866
1	37	1999.07.21	69	25685
26	1	1999.07.22	288	108624
6	2	1999.07.22	130	29420
38	3	1999.07.22	236	51932
41	4	1999.07.22	139	30146
35	5	1999.07.22	77	23899
10	6	1999.07.22	57	21333
17	7	1999.07.22	109	40267
35	8	1999.07.22	96	33000
7	9	1999.07.22	173	73049
24	10	1999.07.22	118	32778
26	11	1999.07.22	114	27974
32	12	1999.07.22	288	85484
32	13	1999.07.22	171	46799
7	14	1999.07.22	84	41496
6	15	1999.07.22	139	38508
29	16	1999.07.22	152	76284
21	17	1999.07.22	121	30019
20	18	1999.07.22	127	43307
36	19	1999.07.22	110	45370
6	20	1999.07.22	60	28940
18	21	1999.07.22	69	19999
17	22	1999.07.22	171	41469
22	23	1999.07.22	91	20446
13	24	1999.07.22	145	51930
17	25	1999.07.22	128	51216
1	26	1999.07.22	96	20788
13	27	1999.07.22	78	35610
44	28	1999.07.22	114	39574
31	29	1999.07.22	124	45024
9	30	1999.07.22	80	28780
14	31	1999.07.22	121	59906
28	32	1999.07.22	123	36993
11	33	1999.07.22	56	26848
19	34	1999.07.22	94	34786
23	35	1999.07.22	294	95586
24	36	1999.07.22	99	34849
35	37	1999.07.22	180	73320
21	1	1999.07.23	156	54940
36	2	1999.07.23	137	52123
2	3	1999.07.23	293	136666
37	4	1999.07.23	108	24952
24	5	1999.07.23	180	44740
30	6	1999.07.23	123	29866
19	7	1999.07.23	91	46645
35	8	1999.07.23	56	16864
37	9	1999.07.23	54	26682
3	10	1999.07.23	64	28068
7	11	1999.07.23	258	75104
10	12	1999.07.23	217	75831
44	13	1999.07.23	172	77012
42	14	1999.07.23	191	52288
4	15	1999.07.23	132	51300
29	16	1999.07.23	163	72805
43	17	1999.07.23	114	46042
35	18	1999.07.23	81	38341
21	19	1999.07.23	168	40412
28	20	1999.07.23	42	13422
11	21	1999.07.23	59	28681
39	22	1999.07.23	132	60332
27	23	1999.07.23	117	50459
5	24	1999.07.23	57	27816
40	25	1999.07.23	121	61337
40	26	1999.07.23	68	21396
37	27	1999.07.23	91	28291
21	28	1999.07.23	261	108332
18	29	1999.07.23	79	39483
2	30	1999.07.23	52	21260
44	31	1999.07.23	70	22620
29	32	1999.07.23	170	42650
29	33	1999.07.23	117	36183
33	34	1999.07.23	64	18924
25	35	1999.07.23	276	79988
12	36	1999.07.23	108	46848
12	37	1999.07.23	52	19688
5	1	1999.07.24	313	73716
11	2	1999.07.24	117	46011
36	3	1999.07.24	293	81089
38	4	1999.07.24	33	10761
10	5	1999.07.24	61	15469
27	6	1999.07.24	126	64074
7	7	1999.07.24	81	22761
6	8	1999.07.24	132	42504
29	9	1999.07.24	140	43260
33	10	1999.07.24	61	23424
18	11	1999.07.24	225	108400
44	12	1999.07.24	263	124936
36	13	1999.07.24	50	16100
11	14	1999.07.24	75	34500
21	15	1999.07.24	182	55936
33	16	1999.07.24	159	40850
6	17	1999.07.24	36	12968
13	18	1999.07.24	42	16190
7	19	1999.07.24	89	27055
31	20	1999.07.24	168	57048
26	21	1999.07.24	62	23044
34	22	1999.07.24	252	61728
3	23	1999.07.24	109	47624
19	24	1999.07.24	117	34313
8	25	1999.07.24	209	100475
38	26	1999.07.24	111	39639
22	27	1999.07.24	127	38219
36	28	1999.07.24	75	16400
3	29	1999.07.24	33	15548
26	30	1999.07.24	70	32020
12	31	1999.07.24	99	32276
32	32	1999.07.24	178	57792
30	33	1999.07.24	117	41418
7	34	1999.07.24	59	24087
11	35	1999.07.24	129	63410
4	36	1999.07.24	89	43943
34	37	1999.07.24	184	59444
10	1	1999.07.25	156	77628
5	2	1999.07.25	247	95907
30	3	1999.07.25	136	30628
14	4	1999.07.25	100	31100
32	5	1999.07.25	57	24613
40	6	1999.07.25	78	36042
34	7	1999.07.25	147	32958
11	8	1999.07.25	48	19012
5	9	1999.07.25	89	23705
35	10	1999.07.25	66	29114
9	11	1999.07.25	96	28156
44	12	1999.07.25	148	37992
24	13	1999.07.25	88	26164
39	14	1999.07.25	121	38831
29	15	1999.07.25	196	66176
14	16	1999.07.25	50	20450
15	17	1999.07.25	76	26832
22	18	1999.07.25	52	25104
40	19	1999.07.25	78	31286
30	20	1999.07.25	138	55720
6	21	1999.07.25	193	89794
32	22	1999.07.25	124	47904
9	23	1999.07.25	58	22044
11	24	1999.07.25	153	69338
6	25	1999.07.25	149	64274
11	26	1999.07.25	75	18750
5	27	1999.07.25	102	50758
23	28	1999.07.25	129	28761
23	29	1999.07.25	102	43432
44	30	1999.07.25	98	37148
7	31	1999.07.25	86	20022
37	32	1999.07.25	161	40040
32	33	1999.07.25	86	20550
38	34	1999.07.25	120	33420
34	35	1999.07.25	81	22356
9	36	1999.07.25	150	57050
40	37	1999.07.25	119	43545
43	1	1999.07.26	89	40183
4	2	1999.07.26	62	16624
2	3	1999.07.26	245	76225
25	4	1999.07.26	31	14932
2	5	1999.07.26	96	45664
38	6	1999.07.26	152	32728
39	7	1999.07.26	106	21706
4	8	1999.07.26	96	29228
13	9	1999.07.26	136	28636
25	10	1999.07.26	108	39196
43	11	1999.07.26	282	139944
7	12	1999.07.26	80	36940
31	13	1999.07.26	117	59432
10	14	1999.07.26	56	25896
14	15	1999.07.26	172	39872
26	16	1999.07.26	124	31696
25	17	1999.07.26	148	41984
15	18	1999.07.26	88	19008
36	19	1999.07.26	73	19496
34	20	1999.07.26	88	34056
22	21	1999.07.26	227	85209
7	22	1999.07.26	239	51851
30	23	1999.07.26	130	33610
29	24	1999.07.26	45	16000
24	25	1999.07.26	124	29392
6	26	1999.07.26	88	33936
38	27	1999.07.26	40	12160
28	28	1999.07.26	237	99903
12	29	1999.07.26	114	36468
5	30	1999.07.26	106	46880
23	31	1999.07.26	33	13251
14	32	1999.07.26	136	67732
7	33	1999.07.26	37	18693
34	34	1999.07.26	75	21250
40	35	1999.07.26	261	57937
10	36	1999.07.26	122	37200
41	37	1999.07.26	168	55292
3	1	1999.07.27	67	23649
31	2	1999.07.27	175	65300
28	3	1999.07.27	227	70243
35	4	1999.07.27	114	54464
20	5	1999.07.27	101	28574
2	6	1999.07.27	80	28800
42	7	1999.07.27	90	39680
44	8	1999.07.27	192	93628
2	9	1999.07.27	138	47478
9	10	1999.07.27	136	49752
17	11	1999.07.27	156	38216
44	12	1999.07.27	232	101888
35	13	1999.07.27	138	42962
33	14	1999.07.27	126	47468
21	15	1999.07.27	208	60828
43	16	1999.07.27	122	40318
42	17	1999.07.27	148	42928
25	18	1999.07.27	136	37228
12	19	1999.07.27	108	42864
17	20	1999.07.27	193	86213
41	21	1999.07.27	216	56480
17	22	1999.07.27	249	107127
41	23	1999.07.27	85	32140
11	24	1999.07.27	55	14030
25	25	1999.07.27	200	61500
3	26	1999.07.27	141	35904
7	27	1999.07.27	103	44084
22	28	1999.07.27	93	44747
34	29	1999.07.27	81	18177
31	30	1999.07.27	54	12942
12	31	1999.07.27	44	18144
25	32	1999.07.27	165	67495
10	33	1999.07.27	111	24309
15	34	1999.07.27	140	39860
31	35	1999.07.27	123	31481
29	36	1999.07.27	62	27398
34	37	1999.07.27	159	38601
27	1	1999.07.28	121	56507
36	2	1999.07.28	180	57060
44	3	1999.07.28	175	77925
15	4	1999.07.28	109	25570
6	5	1999.07.28	57	24442
33	6	1999.07.28	43	11322
20	7	1999.07.28	154	45784
44	8	1999.07.28	136	65220
17	9	1999.07.28	131	61153
6	10	1999.07.28	136	45536
7	11	1999.07.28	114	31366
20	12	1999.07.28	96	37304
8	13	1999.07.28	63	20737
20	14	1999.07.28	52	22144
15	15	1999.07.28	196	42368
5	16	1999.07.28	117	54267
17	17	1999.07.28	45	22045
8	18	1999.07.28	60	15940
36	19	1999.07.28	42	17202
3	20	1999.07.28	121	40704
28	21	1999.07.28	156	60472
35	22	1999.07.28	226	82990
17	23	1999.07.28	138	68724
15	24	1999.07.28	113	55996
18	25	1999.07.28	207	64156
30	26	1999.07.28	58	14236
14	27	1999.07.28	120	49140
5	28	1999.07.28	147	68291
9	29	1999.07.28	91	33906
18	30	1999.07.28	75	26225
44	31	1999.07.28	37	17117
3	32	1999.07.28	100	36700
1	33	1999.07.28	31	13751
41	34	1999.07.28	46	12156
27	35	1999.07.28	207	90952
21	36	1999.07.28	147	32758
13	37	1999.07.28	142	45256
29	1	1999.07.29	243	103689
13	2	1999.07.29	197	86698
19	3	1999.07.29	287	134929
9	4	1999.07.29	96	31992
25	5	1999.07.29	162	62970
7	6	1999.07.29	80	29340
10	7	1999.07.29	151	45343
9	8	1999.07.29	142	51888
42	9	1999.07.29	147	61082
14	10	1999.07.29	160	72460
41	11	1999.07.29	189	39323
39	12	1999.07.29	71	16552
3	13	1999.07.29	167	43250
43	14	1999.07.29	56	15320
5	15	1999.07.29	124	26760
24	16	1999.07.29	89	39705
19	17	1999.07.29	117	27691
21	18	1999.07.29	62	24698
18	19	1999.07.29	52	24840
1	20	1999.07.29	67	24655
42	21	1999.07.29	195	95500
39	22	1999.07.29	195	58740
31	23	1999.07.29	55	15870
41	24	1999.07.29	136	49188
30	25	1999.07.29	92	23984
29	26	1999.07.29	68	30132
6	27	1999.07.29	92	42852
17	28	1999.07.29	189	93466
34	29	1999.07.29	96	47116
1	30	1999.07.29	24	7712
25	31	1999.07.29	81	30751
9	32	1999.07.29	42	15760
14	33	1999.07.29	118	58630
22	34	1999.07.29	140	64240
8	35	1999.07.29	135	62320
39	36	1999.07.29	141	70990
11	37	1999.07.29	115	28815
19	1	1999.07.30	297	112275
40	2	1999.07.30	242	108180
1	3	1999.07.30	230	97950
28	4	1999.07.30	130	56510
43	5	1999.07.30	129	33782
2	6	1999.07.30	97	44356
42	7	1999.07.30	43	21684
15	8	1999.07.30	54	16976
3	9	1999.07.30	68	26828
5	10	1999.07.30	154	57502
18	11	1999.07.30	126	37936
27	12	1999.07.30	254	96850
18	13	1999.07.30	70	33490
31	14	1999.07.30	111	37975
29	15	1999.07.30	211	50685
24	16	1999.07.30	183	50295
18	17	1999.07.30	70	32950
3	18	1999.07.30	79	33448
17	19	1999.07.30	78	30464
7	20	1999.07.30	182	63044
22	21	1999.07.30	184	51200
9	22	1999.07.30	249	106425
27	23	1999.07.30	40	18200
5	24	1999.07.30	156	42228
11	25	1999.07.30	216	102368
4	26	1999.07.30	102	34338
27	27	1999.07.30	64	15360
29	28	1999.07.30	63	27256
29	29	1999.07.30	63	30810
37	30	1999.07.30	108	28572
13	31	1999.07.30	105	47840
16	32	1999.07.30	98	27576
39	33	1999.07.30	90	23590
1	34	1999.07.30	120	35840
1	35	1999.07.30	183	44420
34	36	1999.07.30	97	38251
1	37	1999.07.30	205	90050
35	1	1999.07.31	204	85144
41	2	1999.07.31	105	27905
18	3	1999.07.31	99	43083
44	4	1999.07.31	97	34838
40	5	1999.07.31	88	38000
38	6	1999.07.31	36	13740
12	7	1999.07.31	45	10615
25	8	1999.07.31	50	13900
36	9	1999.07.31	35	18700
34	10	1999.07.31	50	24500
41	11	1999.07.31	243	110164
11	12	1999.07.31	272	110944
5	13	1999.07.31	122	29768
31	14	1999.07.31	58	28214
2	15	1999.07.31	192	43940
31	16	1999.07.31	130	54720
13	17	1999.07.31	97	37969
2	18	1999.07.31	44	20148
41	19	1999.07.31	112	29676
19	20	1999.07.31	44	16436
30	21	1999.07.31	200	86700
33	22	1999.07.31	140	29900
4	23	1999.07.31	90	31510
7	24	1999.07.31	167	80958
31	25	1999.07.31	163	37927
18	26	1999.07.31	122	46552
38	27	1999.07.31	44	9968
6	28	1999.07.31	186	76074
38	29	1999.07.31	66	27902
17	30	1999.07.31	81	35120
7	31	1999.07.31	51	15029
13	32	1999.07.31	203	60073
23	33	1999.07.31	106	48876
30	34	1999.07.31	102	47498
13	35	1999.07.31	126	39886
14	36	1999.07.31	91	34980
12	37	1999.07.31	138	32530
25	1	1999.08.01	230	62240
33	2	1999.08.01	97	21576
33	3	1999.08.01	78	34282
20	4	1999.08.01	52	25976
32	5	1999.08.01	143	53281
10	6	1999.08.01	142	46624
39	7	1999.08.01	95	37540
30	8	1999.08.01	140	32160
20	9	1999.08.01	136	42524
9	10	1999.08.01	66	26648
37	11	1999.08.01	84	31608
32	12	1999.08.01	127	38184
36	13	1999.08.01	140	40800
42	14	1999.08.01	75	29325
24	15	1999.08.01	86	35360
5	16	1999.08.01	109	53920
15	17	1999.08.01	76	32676
42	18	1999.08.01	73	16546
13	19	1999.08.01	42	17528
21	20	1999.08.01	60	14720
26	21	1999.08.01	174	59990
3	22	1999.08.01	54	19754
34	23	1999.08.01	96	29792
44	24	1999.08.01	172	38524
11	25	1999.08.01	165	67655
25	26	1999.08.01	106	44130
43	27	1999.08.01	131	58471
26	28	1999.08.01	75	24650
13	29	1999.08.01	40	14580
32	30	1999.08.01	45	16405
26	31	1999.08.01	50	14500
24	32	1999.08.01	48	13836
19	33	1999.08.01	49	14702
35	34	1999.08.01	107	28350
10	35	1999.08.01	213	93116
22	36	1999.08.01	148	53008
33	37	1999.08.01	121	35848
4	1	1999.08.02	246	109794
7	2	1999.08.02	220	68480
36	3	1999.08.02	196	52944
20	4	1999.08.02	130	62500
19	5	1999.08.02	70	35370
42	6	1999.08.02	139	49060
12	7	1999.08.02	138	30684
3	8	1999.08.02	76	25228
25	9	1999.08.02	54	24022
22	10	1999.08.02	124	34704
6	11	1999.08.02	192	79852
33	12	1999.08.02	254	118048
19	13	1999.08.02	99	26154
19	14	1999.08.02	205	68835
25	15	1999.08.02	177	85752
29	16	1999.08.02	117	49038
39	17	1999.08.02	132	47328
29	18	1999.08.02	88	36680
9	19	1999.08.02	57	24026
8	20	1999.08.02	67	14867
42	21	1999.08.02	172	83116
30	22	1999.08.02	208	67168
29	23	1999.08.02	145	34175
36	24	1999.08.02	61	30202
29	25	1999.08.02	177	87207
11	26	1999.08.02	72	25416
40	27	1999.08.02	134	49814
15	28	1999.08.02	159	36198
26	29	1999.08.02	76	37620
32	30	1999.08.02	58	18358
2	31	1999.08.02	102	23430
8	32	1999.08.02	172	72408
39	33	1999.08.02	92	37892
44	34	1999.08.02	118	41456
42	35	1999.08.02	234	70496
10	36	1999.08.02	117	33490
11	37	1999.08.02	94	47636
14	1	1999.08.03	83	27424
18	2	1999.08.03	242	98926
36	3	1999.08.03	196	49820
35	4	1999.08.03	61	24087
14	5	1999.08.03	211	75527
22	6	1999.08.03	46	17704
42	7	1999.08.03	169	44464
19	8	1999.08.03	174	74506
43	9	1999.08.03	143	55468
43	10	1999.08.03	118	58538
35	11	1999.08.03	264	79144
16	12	1999.08.03	220	91920
29	13	1999.08.03	169	80116
29	14	1999.08.03	205	80020
9	15	1999.08.03	148	52404
11	16	1999.08.03	126	29728
23	17	1999.08.03	49	16747
16	18	1999.08.03	91	23158
34	19	1999.08.03	122	32620
30	20	1999.08.03	178	81812
2	21	1999.08.03	138	37384
26	22	1999.08.03	122	54346
10	23	1999.08.03	105	45360
27	24	1999.08.03	55	25640
35	25	1999.08.03	167	40414
7	26	1999.08.03	102	34060
1	27	1999.08.03	105	48995
12	28	1999.08.03	270	98440
24	29	1999.08.03	83	36441
7	30	1999.08.03	50	24850
12	31	1999.08.03	88	19924
21	32	1999.08.03	63	29676
29	33	1999.08.03	57	29829
38	34	1999.08.03	121	55466
25	35	1999.08.03	252	119740
6	36	1999.08.03	41	13341
10	37	1999.08.03	151	38752
10	1	1999.08.04	272	133652
25	2	1999.08.04	227	62536
22	3	1999.08.04	263	112564
24	4	1999.08.04	126	39738
21	5	1999.08.04	123	32649
14	6	1999.08.04	60	27500
12	7	1999.08.04	81	34687
32	8	1999.08.04	136	46224
15	9	1999.08.04	94	46878
40	10	1999.08.04	99	22972
3	11	1999.08.04	180	90980
21	12	1999.08.04	248	83580
17	13	1999.08.04	174	57176
28	14	1999.08.04	132	55452
44	15	1999.08.04	225	77550
17	16	1999.08.04	48	12504
21	17	1999.08.04	48	11848
13	18	1999.08.04	120	34740
39	19	1999.08.04	115	43000
34	20	1999.08.04	54	17846
36	21	1999.08.04	172	70444
37	22	1999.08.04	223	86578
9	23	1999.08.04	129	44399
27	24	1999.08.04	149	41236
7	25	1999.08.04	98	37050
9	26	1999.08.04	83	32012
31	27	1999.08.04	121	51683
25	28	1999.08.04	237	69878
44	29	1999.08.04	122	32022
30	30	1999.08.04	97	23131
8	31	1999.08.04	102	23356
10	32	1999.08.04	50	18250
18	33	1999.08.04	44	15652
1	34	1999.08.04	70	35650
4	35	1999.08.04	180	71380
44	36	1999.08.04	120	44220
38	37	1999.08.04	115	51575
39	1	1999.08.05	278	94564
38	2	1999.08.05	120	60100
38	3	1999.08.05	299	75053
12	4	1999.08.05	106	36256
25	5	1999.08.05	59	15188
26	6	1999.08.05	59	17351
25	7	1999.08.05	118	32170
40	8	1999.08.05	58	14076
27	9	1999.08.05	87	38188
20	10	1999.08.05	97	24932
2	11	1999.08.05	249	86603
29	12	1999.08.05	108	48028
11	13	1999.08.05	55	16595
15	14	1999.08.05	113	46391
6	15	1999.08.05	175	71850
36	16	1999.08.05	97	23683
16	17	1999.08.05	63	19567
32	18	1999.08.05	123	44504
35	19	1999.08.05	78	35590
14	20	1999.08.05	107	27857
4	21	1999.08.05	188	65396
12	22	1999.08.05	135	67110
8	23	1999.08.05	132	48688
29	24	1999.08.05	77	34410
31	25	1999.08.05	64	14588
24	26	1999.08.05	133	39536
1	27	1999.08.05	117	57711
35	28	1999.08.05	150	36150
21	29	1999.08.05	57	19225
28	30	1999.08.05	38	14672
4	31	1999.08.05	92	41812
26	32	1999.08.05	165	59305
9	33	1999.08.05	46	11684
16	34	1999.08.05	128	61804
7	35	1999.08.05	174	69826
35	36	1999.08.05	153	67643
21	37	1999.08.05	201	85525
1	1	1999.08.06	246	105058
27	2	1999.08.06	57	15832
9	3	1999.08.06	215	92850
33	4	1999.08.06	117	37134
10	5	1999.08.06	72	17096
1	6	1999.08.06	40	17680
14	7	1999.08.06	142	70428
8	8	1999.08.06	196	97544
10	9	1999.08.06	47	23953
10	10	1999.08.06	156	44668
42	11	1999.08.06	138	46098
5	12	1999.08.06	300	139900
36	13	1999.08.06	82	36244
34	14	1999.08.06	193	78465
12	15	1999.08.06	96	26740
14	16	1999.08.06	60	20320
34	17	1999.08.06	88	35524
20	18	1999.08.06	66	33902
8	19	1999.08.06	35	14350
12	20	1999.08.06	113	24130
30	21	1999.08.06	138	48120
18	22	1999.08.06	257	76230
5	23	1999.08.06	136	48472
31	24	1999.08.06	57	26563
21	25	1999.08.06	154	72124
16	26	1999.08.06	52	11708
17	27	1999.08.06	71	29891
2	28	1999.08.06	216	55780
34	29	1999.08.06	75	29350
22	30	1999.08.06	66	28814
25	31	1999.08.06	107	33379
35	32	1999.08.06	46	10230
13	33	1999.08.06	92	44108
2	34	1999.08.06	116	46208
4	35	1999.08.06	234	71834
33	36	1999.08.06	100	48200
30	37	1999.08.06	117	37355
6	1	1999.08.07	76	31996
42	2	1999.08.07	70	33240
3	3	1999.08.07	269	127399
29	4	1999.08.07	61	23843
37	5	1999.08.07	202	59878
27	6	1999.08.07	145	38580
37	7	1999.08.07	70	27240
5	8	1999.08.07	106	28542
29	9	1999.08.07	47	22020
37	10	1999.08.07	169	72142
25	11	1999.08.07	84	35108
28	12	1999.08.07	241	111555
36	13	1999.08.07	113	34513
26	14	1999.08.07	189	54743
19	15	1999.08.07	91	29620
5	16	1999.08.07	103	36920
9	17	1999.08.07	84	41560
27	18	1999.08.07	79	17901
14	19	1999.08.07	164	33856
35	20	1999.08.07	79	20602
1	21	1999.08.07	167	50898
9	22	1999.08.07	158	45356
16	23	1999.08.07	79	37962
13	24	1999.08.07	61	30109
29	25	1999.08.07	200	88900
12	26	1999.08.07	131	47781
30	27	1999.08.07	123	41382
10	28	1999.08.07	81	23847
40	29	1999.08.07	41	10115
22	30	1999.08.07	48	15076
2	31	1999.08.07	51	13801
42	32	1999.08.07	56	17272
38	33	1999.08.07	84	40128
41	34	1999.08.07	100	31700
20	35	1999.08.07	231	70531
4	36	1999.08.07	131	38966
41	37	1999.08.07	136	32732
1	1	1999.08.08	233	56853
22	2	1999.08.08	192	44260
11	3	1999.08.08	157	55765
9	4	1999.08.08	46	12740
44	5	1999.08.08	61	20576
7	6	1999.08.08	148	38456
13	7	1999.08.08	158	52292
33	8	1999.08.08	104	38956
5	9	1999.08.08	161	48878
6	10	1999.08.08	93	27319
40	11	1999.08.08	228	102088
2	12	1999.08.08	288	108248
16	13	1999.08.08	118	37162
30	14	1999.08.08	111	23621
5	15	1999.08.08	180	69580
15	16	1999.08.08	185	81705
31	17	1999.08.08	94	27308
17	18	1999.08.08	89	29669
40	19	1999.08.08	103	31888
30	20	1999.08.08	54	17722
25	21	1999.08.08	174	40624
40	22	1999.08.08	189	77690
26	23	1999.08.08	130	52620
12	24	1999.08.08	149	44553
36	25	1999.08.08	181	82445
13	26	1999.08.08	122	26154
33	27	1999.08.08	79	23515
41	28	1999.08.08	159	73776
9	29	1999.08.08	26	8378
5	30	1999.08.08	109	45254
6	31	1999.08.08	46	19364
28	32	1999.08.08	123	44750
19	33	1999.08.08	103	22848
31	34	1999.08.08	76	34836
23	35	1999.08.08	69	32129
24	36	1999.08.08	43	13541
41	37	1999.08.08	130	55340
39	1	1999.08.09	304	145896
11	2	1999.08.09	142	31330
30	3	1999.08.09	142	69228
28	4	1999.08.09	93	19751
19	5	1999.08.09	99	25445
2	6	1999.08.09	121	48227
32	7	1999.08.09	172	81152
8	8	1999.08.09	170	41990
40	9	1999.08.09	45	16405
10	10	1999.08.09	36	11708
34	11	1999.08.09	294	61664
12	12	1999.08.09	114	45674
21	13	1999.08.09	171	56746
18	14	1999.08.09	151	45853
17	15	1999.08.09	172	49416
29	16	1999.08.09	83	23244
24	17	1999.08.09	75	21450
35	18	1999.08.09	124	40800
9	19	1999.08.09	124	45052
24	20	1999.08.09	157	43019
1	21	1999.08.09	92	20996
1	22	1999.08.09	124	52804
41	23	1999.08.09	102	25776
28	24	1999.08.09	108	52796
3	25	1999.08.09	119	48552
15	26	1999.08.09	55	22885
24	27	1999.08.09	93	25389
13	28	1999.08.09	234	106834
36	29	1999.08.09	31	14822
31	30	1999.08.09	76	24696
38	31	1999.08.09	85	38915
10	32	1999.08.09	52	11252
16	33	1999.08.09	31	7668
33	34	1999.08.09	113	57087
4	35	1999.08.09	159	75966
43	36	1999.08.09	71	36229
26	37	1999.08.09	77	27796
22	1	1999.08.10	182	65638
37	2	1999.08.10	112	34492
39	3	1999.08.10	284	140260
21	4	1999.08.10	57	29130
37	5	1999.08.10	59	16935
25	6	1999.08.10	35	12080
34	7	1999.08.10	102	44876
26	8	1999.08.10	82	19340
27	9	1999.08.10	101	40495
5	10	1999.08.10	169	66110
34	11	1999.08.10	198	85642
30	12	1999.08.10	74	24224
12	13	1999.08.10	117	39178
17	14	1999.08.10	109	39832
6	15	1999.08.10	187	88629
36	16	1999.08.10	189	48006
33	17	1999.08.10	99	26846
17	18	1999.08.10	88	43164
20	19	1999.08.10	91	32696
31	20	1999.08.10	189	48895
4	21	1999.08.10	186	85258
4	22	1999.08.10	187	94052
30	23	1999.08.10	58	23716
4	24	1999.08.10	118	30528
22	25	1999.08.10	218	70142
40	26	1999.08.10	71	24775
30	27	1999.08.10	49	12058
37	28	1999.08.10	207	88012
26	29	1999.08.10	128	42144
13	30	1999.08.10	51	18205
31	31	1999.08.10	29	10380
26	32	1999.08.10	65	24480
18	33	1999.08.10	54	14788
9	34	1999.08.10	155	45095
29	35	1999.08.10	213	87578
7	36	1999.08.10	114	25654
13	37	1999.08.10	130	28590
12	1	1999.08.11	121	52720
3	2	1999.08.11	122	29404
4	3	1999.08.11	160	67280
1	4	1999.08.11	129	35614
9	5	1999.08.11	74	19388
6	6	1999.08.11	54	16670
16	7	1999.08.11	50	12550
26	8	1999.08.11	118	58856
26	9	1999.08.11	47	22720
21	10	1999.08.11	36	17384
17	11	1999.08.11	234	89722
43	12	1999.08.11	251	69219
11	13	1999.08.11	124	30808
16	14	1999.08.11	189	88818
39	15	1999.08.11	230	110920
5	16	1999.08.11	79	33037
29	17	1999.08.11	55	23770
7	18	1999.08.11	36	17356
33	19	1999.08.11	47	16750
10	20	1999.08.11	182	71206
4	21	1999.08.11	163	62755
21	22	1999.08.11	221	84575
24	23	1999.08.11	129	64336
3	24	1999.08.11	126	54772
21	25	1999.08.11	59	18923
33	26	1999.08.11	83	39497
18	27	1999.08.11	85	39710
10	28	1999.08.11	198	50794
38	29	1999.08.11	63	19296
